period,method,profile,matched_to,jaccard,share
future,Ward (sample + NC),10,20,0.0009697453281352612,0.0010871683164819044
future,Ward (sample + NC),11,24,0.09275730808294005,0.030982504587639584
future,Ward (sample + NC),12,12,0.0818370673599139,0.0002692616348864437
future,Ward (sample + NC),13,11,0.20960552573712007,0.03692062218653571
future,Ward (sample + NC),14,8,0.19563936059879042,0.1900015683447094
future,Ward (sample + NC),15,0,0.026240769297905454,0.018300333827169855
future,Ward (sample + NC),16,14,0.08709960974059902,0.01344011644180927
future,Ward (sample + NC),17,17,0.0,0.016763551919805317
future,Ward (sample + NC),18,27,0.000897016870364208,0.002204527238053342
future,Ward (sample + NC),19,30,0.16927062209945812,0.00029459639809822154
future,Ward (sample + NC),20,19,0.3607548423048344,0.0002068042174375332
future,Ward (sample + NC),21,18,0.0015595310931539473,0.005356521863452035
future,Ward (sample + NC),22,29,0.0026292120794545208,0.006725599926178624
future,Ward (sample + NC),23,22,0.14773968029266252,5.0167879843114675e-05
future,Ward (sample + NC),24,28,0.0,0.004609918110839766
future,Ward (sample + NC),25,6,0.0019761418606785643,0.0008008212393156246
future,Ward (sample + NC),26,15,0.0013636627780544992,0.0002352174022544093
future,Ward (sample + NC),27,10,0.35371559837792815,0.005099757047471941
future,Ward (sample + NC),28,13,0.004785159523617941,0.0008087626546051385
future,Ward (sample + NC),29,26,0.2175758890156023,0.04313626456049285
future,Ward (sample + NC),30,7,0.3240189920709805,0.0024057492116924526
future,VKV-partial (K*),0,0,0.7370719592972718,0.5482952098590173
future,VKV-partial (K*),1,16,0.7936810409827698,3.566295178289831e-05
future,VKV-partial (K*),2,1,0.9362575095646001,0.40903677269174415
future,VKV-partial (K*),3,10,0.9737948812155772,2.1766242863881446e-05
future,VKV-partial (K*),4,7,0.002049664383477912,0.0006022487917113455
future,VKV-partial (K*),5,22,0.0,0.00033586821572023314
future,VKV-partial (K*),6,2,1.0,1.4063897536347658e-05
future,VKV-partial (K*),7,24,0.5156743047340782,2.8513845853497375e-05
future,VKV-partial (K*),8,3,0.7958776912948317,0.00040927672612017785
future,VKV-partial (K*),9,29,0.4198174261266926,0.004253240394457138
future,VKV-partial (K*),10,6,1.0,1.3810876230636531e-06
future,VKV-partial (K*),11,20,0.6039833883472591,0.0023974797049787205
future,VKV-partial (K*),12,30,0.5600852938732988,4.304462903415573e-06
future,VKV-partial (K*),13,19,0.808920785877171,0.00021878062039909661
future,VKV-partial (K*),14,12,0.0,0.0
future,VKV-partial (K*),15,8,0.4151984620510028,0.0005843450308330041
future,VKV-partial (K*),16,13,0.0,0.0
future,VKV-partial (K*),17,28,0.08376916035092521,2.7889213150882978e-05
future,VKV-partial (K*),18,9,0.9676515193138939,5.122521336147231e-05
future,VKV-partial (K*),19,25,0.0,0.0
future,VKV-partial (K*),20,23,0.4222389157252195,0.014983383595712593
future,VKV-partial (K*),21,17,0.9558031887833213,8.313094938650681e-05
future,VKV-partial (K*),22,4,0.2476603709670583,0.0005370865125454389
future,VKV-partial (K*),23,5,0.5338337471670522,8.596270154701909e-05
future,VKV-partial (K*),24,18,0.55823897130831,0.002669265846888717
future,VKV-partial (K*),25,27,0.663658094361073,0.013084071089712277
future,VKV-partial (K*),26,11,0.33423222057912394,0.0018180435619532293
future,VKV-partial (K*),27,14,0.0,5.857362682237588e-07
future,VKV-partial (K*),28,21,0.44383924018837545,0.0001071599592957894
